X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,Id
-0.060984000000000003,0.41618,0.36655,1.8986,-12.209,0.0,-0.060984000000000003,1.4028,4.8777,0.58382,-0.060933,-0.14951,0.0040928,-0.060984000000000003,7609.2,0.047968,2.4028,-0.060984000000000003,-0.012503,30.953,0.90703,-0.029973000000000003,-0.012503,-0.10115,0.5531,0.047968,-591.33,1.6252,2.8136,0.040449,-0.012503,30.521,11.959,11.721,-0.00035635,4.8777,?,0.58382,-7.3057E-05,0.81998,0.27215,-0.006145,32.924,1.9706,-0.14743,0.88454,30.951,-0.11092,-0.02274,1.8609,0.4079,0.08362,2.5885,2.5885,238.64,-7.3057E-05,-0.10446,1.0061,0.0,11.792,185.22,30.523,11.958,21.626,2696
0.047333999999999994,0.15223,0.73825,6.6045,87.523,0.0,0.069829,5.5692,1.5321,0.84777,0.082629,0.53011,0.065517,0.069829,553.52,0.65942,6.5692,0.069829,0.045576,92.572,0.97332,0.075489,0.030894,0.26327,0.82788,0.51164,5.8973,5.678,3.9967,-0.026791,0.046208,32.963,11.073,9.5817,0.07355700000000001,1.5321,?,0.84777,0.04801,1.4862,0.047851,0.049271,160.62,68.046,0.12181,3.6546,97.241,0.044938,0.02933,5.7151,0.13172,0.090311,6.5203,6.5203,7327.2,0.048009,0.055833,0.95471,0.0,3.9429,5.364,31.381,11.631,11.784,9112
0.032473,0.80398,0.38047,1.8719,-1946.3,-0.022131,0.039049,0.24382,1.7556,0.19602,0.049389999999999996,0.089488,0.038599,0.039049,4330.4,0.084287,1.2438,0.039049,0.022242,93.678,1.6987,0.024794999999999998,0.018497,0.016963,0.14129,0.076108,2.3978,2.0771,4.8868,0.45386,0.02643,92.036,3.9719,2.1558,0.02508,1.7556,1.0576,0.5423100000000001,0.014286,0.016701,0.50082,0.014123,168.31,74.629,0.07207,0.83932,94.89,-0.0039201,-0.0022329,1.016,0.43636,0.25177,1.0702,2.9607,29318.0,0.014286,0.16566,0.99312,1.7666,3.8963,4.8909,90.721,4.0233,9.5846,10374
0.011949,0.6191800000000001,0.12215999999999999,1.2047,-47.477,0.0,0.011949,0.61503,1.7551,0.38082,0.42249,0.020018,0.030829,0.011949,4176.9,0.087386,1.615,0.011949,0.0068079,68.537,0.86493,0.04854,0.0068079,0.052496,0.08419700000000001,0.087386,0.11823,0.4348,3.8308,0.34783,0.028468,130.24,2.8025,2.7016,0.082333,1.7551,38.309,0.39098,0.04691,0.027398,0.22756,0.027656,146.13,77.597,0.036256,0.65252,71.911,0.0063808,0.0036356,1.1613,0.59688,0.35682,1.3554,1.3916,827.5,0.04691,0.031376,0.99444,0.026697000000000002,5.3256,4.7038,124.13,2.9405,6.2469,4030
0.089549,0.5483399999999999,-0.073504,0.78666,-19.511,0.15955,0.11523,0.8237,1.0651,0.45166000000000006,0.11523,0.33445,0.073433,0.11523,1074.6,0.33966,1.8237,0.11523,0.045433,7.3964,1.7992,0.15344000000000002,0.035307,0.21694,0.45166000000000006,0.29282,0.64436,-0.10083,4.4039,0.20601,0.045433,52.809,6.9117,0.27983,0.15344000000000002,2.5437,1.0777,0.65546,0.060499,0.075899,0.080315,0.060499,35.242,27.845,1.7423,0.63749,7.8777,0.082425,0.032498,0.49428,0.34454,0.14468,0.61959,0.89917,-1863.1,0.061093,0.19826,0.93891,0.45121999999999995,49.348,13.108,49.583,7.3614,3.4793,4605
0.15521,0.0092228,0.8656200000000001,94.857,197.41,0.0,0.17745999999999998,107.43,1.3241,0.9907799999999999,0.17745999999999998,19.241,0.20869,0.17745999999999998,12.182,29.962,108.43,0.17745999999999998,0.13402,62.835,0.76154,0.16027,0.11722,0.37867,0.8260799999999999,27.549,?,6.9164,2.7833,-0.302,0.13402,2.7164,134.37,134.37,0.084859,1.3241,?,0.9907799999999999,0.064088,45.695,0.0011863,0.12104,124.99,62.151,0.68089,70.141,67.138,0.061390999999999994,0.046364,94.857,0.0092228,0.0074422,7.9164,7.9164,525.6,0.064089,0.15665,0.87564,0.0,5.8088,5.8728,2.5423,143.57,10.58,6689
-0.11523,0.8086,0.23911,2.7828,16.721,0.026505,-0.11523,0.23671,1.0823,0.1914,-0.11522,-0.85913,0.049426,-0.11523,5517.4,0.066154,1.2367,-0.11523,-0.10647,59.641,0.638,-0.11610999999999999,-0.10647,0.0049491,0.17856,0.066154,-26253,0.3815,3.8015,0.67134,-0.10646,35.944,10.155,1.6843,-0.27968000000000004,1.0823,0.30323,0.83906,-0.25842,0.66269,0.51237,-0.10729,95.899,36.258,-0.65157,1.4643,47.394,-0.28483,-0.26318,0.46158,0.13412000000000002,0.098476,0.30538,1.3387,1513.7,-0.25842,-0.60201,1.0923,3.3838,6.12,10.067,45.232,8.0695,1.7267,3970
-0.2563,1.1657,-0.20665,0.76086,-312.92,-0.18749000000000002,-0.26213000000000003,-0.17508,0.71678,-0.20409000000000002,-0.26213000000000003,-0.30334,-0.43411,-0.26213000000000003,-1888.9,-0.19324,0.85788,-0.26213000000000003,-0.50518,267.2,0.30029,-0.23251999999999998,-0.49395,-0.19348,-0.20409000000000002,-0.18824,-3.212,-0.60335,5.0394,2.2029,-0.50518,435.71,0.83771,-0.19947,-0.23251999999999998,0.64579,0.92085,0.097427,-0.44811,0.03854,-0.19589,-0.44811,439.08,171.88,-0.67476,0.3213,191.52,-0.26939,-0.51918,0.56405,0.8641399999999999,1.1937,-0.59587,0.28445,-22629.0,-0.39512,1.2558,1.3951,-1.4774,1.366,2.1235,607.87,0.60045,1.515,9851
0.018144999999999998,0.24961999999999998,0.33105999999999997,2.3263,45.109,0.0,0.026889999999999997,3.0061,1.6741,0.75038,0.030874000000000002,0.10772,0.033243,0.026889999999999997,1637.2,0.22294,4.0061,0.026889999999999997,0.016063,27.733,0.54088,0.017006999999999998,0.010839,0.31492,0.72214,0.18791,4.2688,0.78952,3.543,0.08065,0.016063,55.027,6.6331,6.6331,0.018296,1.6741,?,0.75038,0.010929,0.45913,0.1818,0.010159,101.62,73.887,0.14265,1.8167,28.039,-0.011755,-0.0070216,2.3263,0.24961999999999998,0.15076,1.7895,1.7895,1156.0,0.010929,0.024181,0.98407,0.0,13.161,4.94,54.425,6.7064,3.9923,8284
0.013246,0.17534,0.49731000000000003,3.8362,50.81,0.14642,0.018434,4.4001,0.99615,0.77154,0.018434,0.10513,0.047049,0.018434,946.77,0.38552,5.703,0.018434,0.01283,23.333,0.87177,0.0023858,0.0092193,0.19756,0.77154,0.35593,0.016541,1.5193,4.2073,0.025563,0.01283,44.373,8.2257,0.013606,0.0023858,1.469,?,0.77154,0.0016605,1.9815,0.11183,0.0016605,82.615,59.282,0.14422,3.3124,23.244,-0.046779,-0.032558,3.8362,0.17534,0.12157,2.357,2.357,8014.9,-0.0038638,0.017169,1.0039,0.0,15.643,6.157,44.545,8.1941,4.3893,7934
