X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,Id
0.12422,0.57105,0.42225,1.7394,98.682,0,0.12422,0.75115,1.5862,0.42895,0.1274,0.21753,0.1766,0.12422,744.06,0.49055,1.7511,0.12422,0.078314,51.02,0.617,0,0.078314,0.4834,0.27874,0.49055,0,63.036,3.7426,0.29168,0.175,238.41,1.531,1.531,1E-06,1.5862,?,0.42895,1e-06,0.19611,0.12209,0.0,202.79,151.77,0.56026,1.3511,92.566,-0.15591,-0.098289,1.7394,0.57105,0.65317,64.036,64.036,2334.1,0.44883,0.2896,0.55738,0,7.1541,2.4049,131.4,2.7777,236.81,5412
-0.19281,0.53936,0.19845,1.6927,17.62,0,-0.19281,0.85406,1.8909,0.46064,-0.19281,-0.67302,-0.095996,-0.19281,-1084.5,-0.33655,1.8541,-0.19281,-0.10197,20.822,0.52996,0,-0.10197,-0.27126,-0.071375,-0.33655,?,0.38528,3.1061,0.27534000000000003,-0.20455,61.791,5.907,3.1376,0.037482,1.8909,6,0.52349,0.019822,0.094294,1.5928,0.0,88.391,67.569,-1.7874,1.3162,23.266,-0.011287,-0.0059689999999999995,0.89909,0.28648,0.16929,0.89434,1.0163,253.35,0.10505999999999999,-0.41856,0.89571,0.13643,17.53,5.4019,55.299,6.6005,3.6712,1370
0.18317,0.4232,-0.1685,0.60184,-11.72,0.93289,0.18317,1.3564,1.0234,0.57404,0.18317,0.43282,0.035941,0.18317,541.13,0.67452,2.363,0.18317,0.023062,3.4209,1.0257,0.18284,0.023062,0.93289,0.57404,0.67452,0.23559,-0.22609,3.5162,0.037605,0.023062,19.903,18.339,0.43204,0.18284,7.9442,?,0.57404,0.023021,0.30934,0.048798,0.023021,5.6887,2.2678,2.4607,0.42594,3.5009,0.080553,0.010142,0.60184,0.4232,0.05453,0.77021,0.77021,-553.14,0.022846,0.31909,0.97715,0,106.7,160.95,19.449,18.767,10.657,4605
0.1191,0.12672,0.51125,5.0346,152.78,0.36525,0.15113,6.0303,1.0077,0.76413,0.15113,1.1926,0.20521,0.15113,215.91,1.6905,7.8916,0.15113,0.14477,33.814,0.95045,0.1454,0.1141,0.46192,0.76413,1.4378,1.4036,1.4122,4.2422,-0.09802999999999999,0.14477,44.646,8.1753,1.1475,0.1454,1.248,?,0.76413,0.13929,1.8209,0.019981,0.13929,142.39,108.58,1.2316,4.2715,34.073,0.082308,0.078847,5.0346,0.12672,0.12232,2.1107,2.1107,8930.1,0.007606,0.15587,0.99239,0,10.794,3.3616,44.306999999999995,8.238,2.8834,3256
0.13563,0.46398,0.56646,2.3263,20.46,0,0.13563,1.1553,5.5344,0.53602,0.20938,0.31755,0.02495,0.13563,1226.5,0.2976,2.1553,0.13563,0.024506,16.112000000000002,0.80422,0.20406,0.024506,0.99523,0.13563,0.2976,2.7666,87.837,3.4848,0.079362,0.02451,29.277,12.467,11.476,0.20978,5.5344,?,0.53602,0.037904,0.10405,0.074892,0.036871,62.595,46.483000000000004,0.55515,1.7543,16.747,0.2016,0.036427,2.1414,0.4271,0.080212,83.117,83.117,1729.7,0.037904,0.25302,0.97556,0,22.654,7.8523,28.168000000000003,12.958,858.18,4585
0.15437,0.031296,0.63072,21.153,232.23,0.11367,0.17075,30.953,0.96673,0.9687,0.17602,5.456,0.19338,0.17075,61.103,5.9736,31.953,0.17075,0.17663,48.552,0.96507,0.17602,0.15969,0.75728,0.77033,5.4502,33.397,1.8661,3.9058,-0.005703,0.18143,14.457,25.247,25.247,0.17659,0.96673,?,0.9687,0.18266,1.2678,0.005427,0.18207,234.97,186.42,1.2005,17.044,59.402,0.15982,0.16532,21.153,0.031296,0.039608,2.8661,2.8661,5076.8,0.18266,0.15936,0.8233799999999999,0,7.5178,1.958,11.815999999999999,30.89,2.8602,3891
0.11811,0.36287,0.091953,1.2665,4.9774,0.26485,0.13869,1.6165,1.0397,0.58659,0.13869,0.40199,0.12777,0.13869,692.59,0.52701,2.7558,0.13869,0.09266100000000001,16.687,1.0393,0.13985,0.078917,0.29638,0.58659,0.47032,0.97146,0.16331,4.6521,0.23736,0.09266100000000001,87.47,4.1728,0.3854,0.13985,1.601,20.612,0.60447,0.093441,0.034714,0.062005,0.093441,103.64,86.95100000000001,1.7262,1.0682,17.348,0.0873,0.058329,1.2041,0.34499,0.23965,1.0418,1.0736,4127.2,0.038144,0.20136,0.96186,0.03048,21.874,4.1977,84.134,4.3383,2.6582,1844
0.036357,0.64219,0.21173,1.8054,55.413,0,0.046949,0.55718,0.8742,0.35781,0.065867,0.17858,0.12455999999999999,0.046949,2152.7,0.16956,1.5572,0.046949,0.053704999999999996,35.617,1.0877,0.047738,0.041589,0.074187,0.33253,0.15306,2.5234,0.40302,4.3328,0.72764,0.07534600000000001,113.33,3.2207,1.3185,0.027455,0.8742,2.1496,0.53894,0.031406,0.044531,0.19518,0.054608000000000004,193.28,157.67,0.4262,1.4809,36.772,-0.014199,-0.016242,0.7391,0.2629,0.31049,0.68108,1.0258,4556.2,0.031406,0.10161,0.94894,0.50618,10.248,2.315,109.77,3.3252,1.664,1582
0.086094,0.41647,0.55981,3.6812,17.254,0,0.10699,1.4012,1.4154,0.58354,0.13382,0.51243,0.087802,0.10699,1223.2,0.2984,2.4012,0.10699,0.07559,126.17,1.0868,0.12549,0.060826,0.31861,0.46184,0.24823,4.6775,2.4192,3.8093,0.25756999999999997,0.087354,59.161,6.1696,3.0931,0.12725,1.4154,1.3451,0.79121,0.089904,0.29475,0.097233,0.088659,182.33,56.163999999999994,0.17597,1.3379,138.63,0.1082,0.076448,1.8455,0.20879,0.16208,2.5217,3.4192,3608.6,0.089904,0.14754,0.9253100000000001,0.35589,2.8929,6.4988,53.842,6.7791,6.1166,1824
0.11376,0.56156,0.089818,1.1735,-27.827,0.27779,0.14475,0.77605,1.0852,0.43579,0.14475,0.27956,0.094662,0.14475,1144.7,0.31886,1.7808,0.14475,0.076527,41.6,1.1194,0.17205,0.060144,0.35072,0.43579,0.26367,0.98708,0.2289,4.3185,0.29541,0.076527,108.43,3.3663,0.30638,0.17205,1.9229,8.9576,0.47956,0.090958,0.017563,0.089468,0.090958,115.49,73.892,0.5277,0.75711,45.145,0.13775,0.072823,1.082,0.51779,0.29706,1.1106,1.2222,1870.1,0.078512,0.26105,0.9214899999999999,0.10042,8.7739,4.9397,99.916,3.6531,4.8206,1507
